student,undeclared (first use in this function),expected ';' before,expected expression before,expected identifier or '(' before,implicit declaration of function,expected ')' before,expected declaration or statement at end of input,invalid operands to binary,lvalue required as left operand of assignment,"expected '=', ',', ';', 'asm' or '__attribute__' before",expected '}' before,stray ,ld returned 1 exit status,too few arguments to function,subscripted value is neither array nor pointer nor vector,missing terminating,unknown type name,invalid type argument of unary,expected '(' before,incompatible type for argument
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,6,1,1,5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,29,3,19,6,14,4,4,0,2,5,1,0,0,5,1,0,0,8,0,5
10,19,5,5,0,7,0,1,0,0,0,0,0,0,0,0,0,4,2,0,4
13,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14,0,0,0,1,10,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0
22,8,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
28,1,2,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33,4,1,1,14,0,1,2,0,4,0,7,0,0,0,0,0,0,0,0,0
36,2,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,8,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
52,8,0,1,2,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,3
53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
54,6,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0
56,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,10,2,1,0,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,9,1,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
67,7,0,0,1,7,1,2,2,0,0,1,0,1,0,1,0,0,0,0,0
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,3,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
75,22,2,0,0,2,1,0,1,1,0,0,0,0,1,0,2,0,0,0,7
77,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0,0,0
83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
93,4,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,7,3,0,0,2,0,2,3,2,1,0,0,2,0,0,0,0,0,0,0
106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,2,0,1,1,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0
109,14,1,0,5,4,0,1,0,0,2,0,0,0,0,1,0,0,2,0,2
110,7,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,7,0,2,3,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0,3
114,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
116,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
118,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,6,4,1,1,5,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0
127,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
132,31,3,7,4,3,0,1,2,1,4,0,0,0,2,4,0,0,0,0,9
133,19,2,2,1,10,3,4,3,0,0,0,0,0,0,7,0,0,0,0,0
138,2,1,1,0,2,1,2,0,0,1,0,0,1,1,0,0,0,0,0,0
139,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,6,1,0,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
