student,undeclared (first use in this function),expected ';' before,expected expression before,expected identifier or '(' before,implicit declaration of function,expected ')' before,expected declaration or statement at end of input,invalid operands to binary,lvalue required as left operand of assignment,"expected '=', ',', ';', 'asm' or '__attribute__' before",expected '}' before,stray ,ld returned 1 exit status,too few arguments to function,subscripted value is neither array nor pointer nor vector,missing terminating,unknown type name,invalid type argument of unary,expected '(' before,incompatible type for argument
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
5,4,2,0,0,0,1,0,0,0,3,0,3,1,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,3,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0
22,4,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
24,1,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25,4,4,1,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
28,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,5,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30,1,1,0,2,0,1,1,6,1,0,0,5,0,0,0,1,0,0,2,0
31,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,1,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
40,3,12,2,2,0,4,1,1,0,14,1,1,0,0,0,3,0,1,0,0
41,2,2,2,1,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0
42,5,3,2,1,2,2,0,0,1,0,0,5,0,0,0,1,0,0,0,0
43,0,2,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0
44,3,0,1,0,0,1,0,3,0,0,2,3,0,0,0,0,0,0,0,0
46,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0
49,1,3,0,5,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
