student,undeclared (first use in this function),expected ';' before,expected expression before,expected identifier or '(' before,implicit declaration of function,expected ')' before,expected declaration or statement at end of input,invalid operands to binary,lvalue required as left operand of assignment,"expected '=', ',', ';', 'asm' or '__attribute__' before",expected '}' before,stray ,ld returned 1 exit status,too few arguments to function,subscripted value is neither array nor pointer nor vector,missing terminating,unknown type name,invalid type argument of unary,expected '(' before,incompatible type for argument
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,8,19,8,4,5,3,11,0,9,2,3,0,0,0,0,0,1,0,4,0
4,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
5,4,7,3,2,0,0,0,4,1,3,0,0,1,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
13,0,4,6,5,0,0,0,1,4,0,1,0,0,0,0,0,0,0,1,0
14,7,0,3,0,0,1,0,5,0,0,0,3,0,0,0,0,0,0,0,0
22,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
24,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0
25,1,6,4,2,0,3,2,1,0,0,1,1,0,0,0,0,0,0,2,0
28,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29,3,7,3,1,0,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0
30,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31,0,7,0,0,3,2,4,0,1,1,0,0,0,0,0,0,0,0,4,0
33,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36,8,5,4,28,3,9,6,1,0,2,7,0,0,0,0,5,0,0,10,0
40,11,4,0,0,0,5,20,8,2,0,0,0,0,0,0,2,0,0,0,0
41,2,8,3,1,0,7,2,15,4,0,4,0,1,1,0,0,0,0,2,0
42,7,3,2,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0
43,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0
44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
51,6,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54,3,8,2,1,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0
56,0,12,2,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
60,4,0,5,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
61,3,7,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,2,3,1,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
65,0,0,5,2,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0
67,9,7,8,2,5,0,0,0,1,2,2,0,0,0,0,2,0,0,0,0
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,10,11,8,0,3,0,0,0,1,0,4,0,0,0,0,1,0,0,1,0
75,6,0,1,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
77,2,0,1,0,6,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0
83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0
88,0,3,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
91,6,2,2,1,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0
93,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,14,5,1,4,6,7,2,0,0,0,1,0,0,0,0,0,0,0,1,0
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,9,7,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,1,1,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,0,0
