student,undeclared (first use in this function),expected ';' before,expected expression before,expected identifier or '(' before,implicit declaration of function,expected ')' before,expected declaration or statement at end of input,invalid operands to binary,lvalue required as left operand of assignment,"expected '=', ',', ';', 'asm' or '__attribute__' before",expected '}' before,stray ,ld returned 1 exit status,too few arguments to function,subscripted value is neither array nor pointer nor vector,missing terminating,unknown type name,invalid type argument of unary,expected '(' before,incompatible type for argument
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3,3,6,1,2,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0
10,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
13,6,3,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0
14,15,4,2,3,5,1,4,3,0,0,0,0,0,0,1,0,0,0,0,0
22,16,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,3,8,5,8,1,1,14,0,1,0,3,1,0,0,0,2,0,0,0,0
25,7,3,1,1,0,0,0,0,0,0,2,3,0,0,0,3,0,0,1,0
28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,4,1,0,1,0,0,1,0,0,2,0,0,0,0,4,0,0,0,0,0
30,7,2,2,3,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
31,3,5,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,1,0,2,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0
40,4,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2,7,0,1,0,1,2,0,0,0,1,0,0,0,0,1,1,0,0,0
42,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,12,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0,1,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,4,10,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,7,0,1,2,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0
54,2,2,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
56,5,4,0,0,4,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,6,3,3,0,3,0,1,0,5,0,0,0,0,0,0,1,0,0,0,0
77,6,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,3,3,0,3,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1,1,0,2,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
106,4,3,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,11,7,7,2,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,4,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
128,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
132,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,18,4,6,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
138,12,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
139,4,2,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
140,18,8,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,11,2,5,0,1,1,0,1,0,3,0,0,0,0,2,0,0,0,1,0
148,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
173,9,4,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
175,8,5,1,0,0,1,2,0,0,2,0,0,0,0,3,0,0,0,1,0
177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,4,0,2,0,0,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0
185,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,3,1,1,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
187,10,3,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,11,7,1,2,2,6,1,0,0,0,0,0,0,0,1,0,0,0,0,1
194,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,3,1,5,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0
200,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,10,3,0,4,0,3,9,0,0,1,0,0,0,0,2,0,0,0,1,0
205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
216,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,4,6,1,1,0,3,0,0,4,0,2,0,0,0,2,0,0,0,0,0
225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
230,9,5,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
231,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,7,1,1,1,0,1,6,0,1,0,2,0,0,0,0,1,0,0,0,0
236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,9,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
242,14,3,0,1,0,2,2,1,0,1,0,1,0,0,0,0,0,0,2,0
245,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,14,3,2,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,1,0
252,2,1,0,2,0,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0
254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,3,4,0,4,2,2,4,0,0,0,0,1,0,0,1,0,0,1,0,0
256,16,20,2,3,7,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0
258,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
262,2,1,0,3,0,1,2,0,0,0,6,0,0,0,0,2,0,0,0,0
264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,8,3,0,4,0,4,2,0,0,0,2,0,0,0,0,0,1,0,0,0
269,21,0,0,2,0,0,3,0,3,0,0,0,0,0,5,0,0,0,0,0
271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,12,4,0,7,0,0,2,3,1,0,6,0,0,0,0,2,0,0,0,0
275,4,1,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0
277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,2,12,6,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0
281,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
286,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
287,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
289,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,1,2,3,1,0,1,1,0,1,0,1,0,0,0,0,3,0,0,0,0
294,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,3,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,4,4,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
