student,undeclared (first use in this function),expected ';' before,expected expression before,expected identifier or '(' before,implicit declaration of function,expected ')' before,expected declaration or statement at end of input,invalid operands to binary,lvalue required as left operand of assignment,"expected '=', ',', ';', 'asm' or '__attribute__' before",expected '}' before,stray ,ld returned 1 exit status,too few arguments to function,subscripted value is neither array nor pointer nor vector,missing terminating,unknown type name,invalid type argument of unary,expected '(' before,incompatible type for argument
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,0,0,5,2,0,1,3,0,0,0,0,0,5,0,0,0,0,0,0
4,9,3,14,4,2,5,0,2,0,0,0,2,0,0,0,0,2,0,0,2
5,9,9,4,0,1,0,6,0,1,3,3,0,2,0,0,0,0,0,6,5
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,6,2,6,2,2,3,1,1,0,0,0,0,0,3,0,1,1,0,0,0
10,11,4,3,0,1,0,0,3,0,0,0,2,1,1,0,0,0,0,0,0
13,5,2,2,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,5,2,0,3,7,0,0,5,0,0,0,0,0,0,1,0,2,0,0,0
24,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,8,0,0,0,7,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
28,2,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
29,15,1,7,3,5,4,1,0,0,1,1,0,0,0,1,0,2,1,0,2
30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,15,6,2,1,1,0,2,0,0,1,0,0,1,0,1,0,0,3,0,1
33,11,0,6,0,5,0,3,0,1,0,0,0,0,0,2,0,0,1,0,1
36,17,1,0,1,1,1,5,0,0,1,0,0,0,0,0,0,2,3,0,0
40,18,6,0,4,0,3,3,2,0,1,0,0,0,1,2,0,2,0,0,0
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,7,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
43,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
44,0,0,0,1,3,0,0,4,0,6,0,0,0,1,3,0,0,0,0,0
46,19,8,1,1,4,3,2,3,0,2,0,0,1,0,0,0,0,3,0,0
