student,undeclared (first use in this function),expected ';' before,expected expression before,expected identifier or '(' before,implicit declaration of function,expected ')' before,expected declaration or statement at end of input,invalid operands to binary,lvalue required as left operand of assignment,"expected '=', ',', ';', 'asm' or '__attribute__' before",expected '}' before,stray ,ld returned 1 exit status,too few arguments to function,subscripted value is neither array nor pointer nor vector,missing terminating,unknown type name,invalid type argument of unary,expected '(' before,incompatible type for argument
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,9,1,0,2,1,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0
4,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,20,11,2,1,1,2,26,8,15,0,0,0,1,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
10,7,1,0,1,8,1,1,2,0,0,0,0,0,2,2,0,0,0,0,0
13,3,3,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
22,11,7,3,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
24,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25,5,3,1,4,9,4,0,0,0,2,0,1,0,8,0,0,0,0,1,0
28,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,11,2,5,1,1,2,0,0,0,0,0,0,0,2,1,0,1,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,3,10,1,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,8,0,1,1,0,0,0,0,1,2,0,0,0,1,1,0,2,14,1,0
44,1,1,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
46,8,5,4,2,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0
49,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
54,8,7,8,0,0,0,0,2,0,0,0,0,0,3,0,1,1,0,0,1
56,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
61,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,16,1,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0
69,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
72,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,23,0,1,0,7,0,3,7,2,0,0,0,0,0,0,0,3,0,0,0
75,1,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
77,6,1,0,0,0,0,0,0,4,1,0,0,0,2,0,0,0,0,0,0
83,4,4,1,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,5,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
93,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
103,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,29,7,9,1,5,1,2,1,0,0,0,0,2,1,0,0,1,0,0,8
109,5,4,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,10,0,0
110,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,5,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
112,3,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
114,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,17,4,8,1,6,4,0,8,0,0,1,0,0,1,0,0,0,0,0,0
116,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,2,1,2,1,0,0,0,7,2,0,0,0,0,1,0,0,0,0,0,0
127,10,6,7,2,5,5,9,5,3,0,0,0,0,2,15,0,1,0,1,0
128,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
132,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
