student,undeclared (first use in this function),expected ';' before,expected expression before,expected identifier or '(' before,implicit declaration of function,expected ')' before,expected declaration or statement at end of input,invalid operands to binary,lvalue required as left operand of assignment,"expected '=', ',', ';', 'asm' or '__attribute__' before",expected '}' before,stray ,ld returned 1 exit status,too few arguments to function,subscripted value is neither array nor pointer nor vector,missing terminating,unknown type name,invalid type argument of unary,expected '(' before,incompatible type for argument
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,0,0,4,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1
4,2,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,3,0,3,0,0,4,0,4,4,0,0,1,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,15,4,1,7,0,1,2,2,0,3,0,0,1,0,0,0,0,1,0,0
10,15,1,1,5,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0
13,4,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,1,1,0,0
14,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,5,8,0,0,0,3,1,1,3,2,1,0,0,0,0,0,1,0,0,0
24,0,0,2,1,0,4,0,0,3,0,0,0,0,0,0,0,0,1,0,0
25,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0
28,2,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
29,5,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,3,1,1,3,0,0,1,0,0,0,0,0,2,0,1,0,2,1,0,0
33,6,2,2,1,1,2,0,1,1,2,1,0,0,4,1,1,0,4,0,0
36,4,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,5,0,4,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,7,1,11,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
44,5,1,0,0,4,2,1,0,0,0,0,2,0,0,0,0,1,0,0,0
46,18,3,1,1,1,2,0,5,0,0,0,0,0,0,0,0,0,4,0,0
49,9,3,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
51,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,17,3,1,2,0,2,1,0,2,1,0,0,0,1,0,0,0,0,0,0
53,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,9,2,4,2,2,1,3,0,0,1,0,0,0,0,0,0,0,2,0,5
56,0,1,0,0,2,0,0,7,0,0,0,0,0,0,0,0,3,0,0,1
60,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,12,2,1,0,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
67,5,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,6,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,18,0,2,3,2,0,3,1,0,0,0,0,0,0,0,0,1,0,0,3
75,7,1,3,1,1,1,2,5,0,0,0,0,0,1,5,0,2,1,0,1
77,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
83,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,7,2,14,9,1,2,3,0,0,0,0,0,1,1,2,0,0,8,0,0
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
108,8,2,0,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0
109,4,3,1,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
110,1,0,8,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
111,17,4,0,2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
112,2,2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,4,3,0,2,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
115,6,0,3,0,3,1,7,0,0,0,0,0,0,0,0,4,0,0,0,0
116,0,1,0,2,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0
118,6,5,1,6,2,10,3,3,0,0,0,0,0,0,1,0,1,6,0,0
122,5,3,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
127,12,1,7,3,6,2,3,1,0,0,0,0,7,1,0,0,0,5,0,1
128,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
133,18,2,6,1,1,4,3,1,0,3,0,0,1,0,3,0,2,2,0,1
138,3,4,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1
139,5,2,1,0,0,0,2,0,3,2,0,0,1,1,0,0,0,0,0,0
140,7,2,0,1,2,0,0,1,1,1,0,0,0,3,0,0,0,0,0,0
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,12,0,3,2,1,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0
148,2,3,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
162,6,3,4,4,6,1,4,0,2,5,0,0,0,1,2,1,0,1,0,0
164,19,5,1,4,3,0,2,1,0,0,0,0,0,0,0,0,0,3,0,0
165,1,0,5,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
166,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,4,0,1,3,2,0,1,0,0,1,0,1,0,0,0,0,3,0,0,1
175,6,3,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
177,15,1,0,3,0,0,1,4,0,0,0,0,1,0,9,1,0,1,0,0
178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,7,4,1,0,1,1,1,0,0,0,2,0,0,0,0,0,2,0,0,0
183,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,6,0,3,0,0,0,0,4,0,2,1,0,0,0,0,1,2,0,0,1
185,15,6,0,1,4,2,2,4,1,0,0,0,0,1,0,1,0,3,0,0
186,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,11,7,2,1,4,10,1,1,1,1,0,0,0,0,1,2,1,0,0,0
194,3,0,0,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
195,0,1,0,0,1,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0
196,6,1,1,1,2,0,0,3,2,0,0,2,0,1,0,0,5,0,0,0
